"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",25,11,9,17,1,10,2,2,17,2,18,11,21,9,18,17
"2",19,26,13,10,26,14,1,16,1,22,12,12,17,26,26,15
"3",20,19,21,13,21,4,24,4,19,14,10,9,4,7,22,5
"4",4,25,11,23,4,15,26,17,25,9,13,13,10,6,7,23
"5",14,18,26,26,24,3,14,11,14,5,16,17,26,21,12,26
"6",13,2,8,25,10,20,15,15,11,24,17,15,1,5,25,2
"7",2,23,25,6,2,8,13,24,13,23,19,6,7,11,16,12
"8",5,6,23,12,5,13,22,10,2,6,6,23,20,14,23,9
"9",3,3,12,1,15,5,5,5,8,10,14,14,9,25,8,3
"10",22,1,24,15,16,21,11,26,7,13,11,7,22,8,6,22
"11",26,24,19,8,13,25,16,14,18,1,15,24,13,15,1,1
"12",1,9,1,18,25,26,12,1,16,18,9,26,12,10,11,13
"13",15,4,14,5,23,18,18,9,26,8,26,4,19,1,14,11
"14",23,14,3,2,18,12,25,12,6,26,23,21,11,12,15,24
"15",10,10,7,16,22,9,21,22,3,3,20,8,2,17,3,14
"16",17,12,10,3,3,23,23,21,15,19,7,10,25,22,10,6
"17",16,8,22,11,6,17,7,7,21,21,21,19,3,20,5,21
"18",9,15,17,4,20,22,4,20,12,4,4,18,5,4,19,19
"19",24,5,15,21,14,7,19,23,24,17,2,22,8,23,17,16
"20",6,20,5,14,17,16,8,25,23,12,22,20,24,18,21,4
"21",11,22,6,9,11,6,17,6,10,20,1,16,23,3,4,18
"22",18,16,16,20,7,2,6,19,4,15,25,25,15,2,9,8
"23",12,7,2,7,9,1,10,18,20,11,8,1,14,16,24,25
"24",7,17,18,19,12,24,20,3,9,16,24,2,16,24,20,20
"25",21,21,4,22,8,19,9,8,5,7,3,5,6,19,13,10
"26",8,13,20,24,19,11,3,13,22,25,5,3,18,13,2,7
