"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,7,12,21,4,6,7,15,17,24,5,19
"2",22,18,7,18,12,11,6,10,12,25,26,1
"3",8,8,17,7,9,15,4,4,7,7,3,4
"4",19,10,24,5,7,5,13,23,18,12,22,3
"5",21,9,4,6,23,14,24,19,15,22,15,25
"6",10,25,6,13,6,4,15,3,8,19,19,24
"7",25,21,10,2,5,17,8,22,3,15,10,17
"8",6,22,9,10,26,24,22,13,16,13,6,2
"9",26,6,11,19,21,18,17,2,19,6,20,10
"10",3,16,5,4,17,2,9,8,21,4,13,8
"11",14,5,23,16,2,23,23,9,4,20,14,7
"12",4,17,25,20,11,26,14,20,11,5,12,26
"13",12,12,1,12,1,22,1,17,14,1,23,13
"14",15,4,8,15,13,1,26,24,10,8,1,15
"15",11,23,16,17,24,12,3,26,26,9,16,18
"16",20,26,22,14,16,20,10,18,22,21,2,9
"17",5,20,19,25,8,16,25,6,20,14,24,16
"18",24,11,20,26,25,3,2,12,9,16,11,12
"19",9,2,3,24,10,13,16,21,24,18,9,6
"20",23,14,18,9,3,10,20,11,25,3,7,22
"21",16,3,14,3,14,25,5,7,23,17,18,23
"22",7,1,21,11,22,9,11,14,2,10,25,21
"23",1,13,15,8,18,19,19,25,6,26,21,11
"24",18,15,2,23,19,21,12,5,5,11,4,20
"25",17,24,13,22,15,7,21,16,1,2,17,5
"26",13,19,26,1,20,8,18,1,13,23,8,14
