"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",5,21,11,19,9,11,18,16,18,17,20,9
"2",7,3,13,20,5,3,11,4,16,5,9,4
"3",11,5,1,15,18,17,15,21,13,7,16,6
"4",1,20,10,8,19,14,7,5,14,8,3,15
"5",2,12,6,14,2,18,20,11,7,13,7,1
"6",20,17,3,17,13,6,2,10,10,2,6,8
"7",18,13,21,7,21,1,21,13,15,10,12,11
"8",19,1,16,12,12,19,17,7,17,16,5,14
"9",13,7,8,5,8,10,19,1,1,6,1,10
"10",17,19,17,10,6,15,9,17,4,4,14,3
"11",15,10,7,6,17,9,6,6,21,15,19,2
"12",3,2,4,9,11,2,5,18,3,14,13,13
"13",4,9,19,13,16,7,16,8,6,3,18,19
"14",8,14,5,3,10,20,12,14,19,1,10,21
"15",9,16,14,2,15,5,13,19,8,18,4,5
"16",12,11,18,16,3,8,4,20,20,11,2,17
"17",10,15,15,18,14,21,3,2,2,12,17,12
"18",21,4,12,1,1,12,8,12,9,9,21,16
"19",14,18,2,11,4,4,14,3,11,19,15,18
"20",16,8,9,21,20,13,10,15,5,20,8,20
"21",6,6,20,4,7,16,1,9,12,21,11,7
