"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",17,13,16,3,26,17,27,11,21,19,2,2,3,27,7,10,2,11,21,22,19,28,14
"2",24,10,25,11,7,13,5,7,23,8,18,26,7,19,19,11,6,6,5,4,26,11,9
"3",7,11,20,24,25,19,3,10,3,21,4,22,22,21,6,20,19,12,13,6,3,5,10
"4",13,26,6,8,5,23,17,6,19,22,5,23,6,10,26,18,8,19,24,11,7,6,24
"5",26,21,14,13,18,24,20,27,12,23,17,20,18,2,4,22,12,9,27,3,28,23,4
"6",18,4,3,16,28,9,22,8,10,9,11,28,26,11,13,26,7,3,10,18,11,21,27
"7",25,8,24,22,4,22,14,26,26,10,3,11,24,4,10,5,18,13,20,20,17,8,26
"8",28,1,12,29,13,28,28,1,15,28,15,7,16,18,16,13,13,20,1,29,1,12,12
"9",12,20,22,9,16,4,16,16,14,27,13,16,28,28,1,2,10,22,2,15,29,2,28
"10",11,3,27,14,19,7,21,24,22,25,22,9,9,23,17,24,24,5,26,10,8,10,21
"11",29,28,15,28,15,1,15,29,1,1,1,18,1,29,29,15,15,1,15,13,14,15,16
"12",22,15,5,26,27,10,12,25,20,20,25,3,21,12,23,17,3,27,11,5,21,4,17
"13",6,16,9,27,9,11,26,13,11,13,24,25,4,8,3,12,23,8,19,26,25,3,19
"14",10,17,23,25,3,15,24,20,17,5,19,21,25,25,20,21,5,26,22,21,6,25,7
"15",4,25,28,17,10,26,6,21,7,18,9,4,14,15,18,27,4,7,9,27,23,18,22
"16",8,9,10,20,21,25,11,3,9,6,23,12,17,26,27,6,16,16,23,8,27,26,25
"17",15,6,19,7,23,20,23,19,8,4,8,13,5,6,24,23,22,25,4,17,24,7,6
"18",16,18,1,1,14,27,1,14,16,2,16,1,29,16,14,16,29,2,29,16,13,1,8
"19",2,2,2,4,1,18,18,28,2,15,27,15,13,17,9,3,1,15,12,12,12,13,1
"20",19,27,26,19,24,6,9,5,6,12,21,10,11,9,11,9,9,21,28,23,10,9,3
"21",9,19,4,23,20,14,8,18,27,26,12,17,8,5,22,4,17,4,3,19,9,27,5
"22",23,23,11,6,22,21,10,23,24,7,26,24,12,24,5,19,20,18,6,24,5,17,23
"23",1,29,29,15,29,29,29,15,29,14,14,29,15,14,15,1,28,29,16,1,16,16,15
"24",27,14,18,18,2,16,2,9,13,29,29,14,2,13,12,29,27,28,14,14,15,29,29
"25",3,12,17,2,17,2,13,2,28,17,28,19,27,1,28,28,14,14,17,28,18,14,11
"26",14,24,7,21,6,5,19,4,25,11,6,8,19,22,8,25,25,17,8,9,22,19,2
"27",5,5,13,12,12,3,4,17,18,3,10,5,10,3,2,14,11,24,18,2,2,22,18
"28",20,7,8,10,11,8,7,22,5,24,7,27,20,20,21,8,26,23,25,25,20,20,13
"29",21,22,21,5,8,12,25,12,4,16,20,6,23,7,25,7,21,10,7,7,4,24,20
