"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",12,15,25,2,14,16,24,2,2,25,25,1,13,23,3,12,3,10,8,15,12,9,12
"2",17,6,19,16,21,10,21,17,7,5,21,7,22,5,21,18,8,9,20,18,15,22,21
"3",13,22,10,15,15,20,2,23,4,9,18,21,3,21,12,4,10,2,24,12,17,7,23
"4",9,11,17,23,5,22,19,3,23,15,16,23,19,11,20,8,21,7,10,19,19,4,19
"5",19,10,23,22,3,8,15,8,18,8,4,8,8,20,7,5,9,5,18,5,18,18,7
"6",23,12,4,21,20,7,6,5,5,16,17,22,9,16,9,17,23,8,7,17,5,23,9
"7",1,14,12,1,25,25,11,1,13,1,11,11,17,14,11,13,25,13,25,1,25,25,14
"8",20,20,21,6,17,3,4,10,16,22,19,19,16,3,17,6,11,18,4,4,20,16,17
"9",5,23,22,8,6,19,10,7,10,10,15,20,7,8,19,22,5,17,19,20,6,19,5
"10",15,7,7,18,10,23,3,20,11,20,8,4,18,17,16,9,4,16,6,22,23,20,4
"11",2,2,24,11,13,13,1,12,15,14,1,14,25,25,14,24,14,3,2,14,1,14,24
"12",7,19,16,24,23,11,13,22,9,23,5,24,23,10,6,16,7,12,14,3,11,2,3
"13",10,8,6,4,8,5,8,18,17,18,20,10,14,4,5,23,17,4,22,16,21,6,6
"14",16,24,15,5,19,9,14,24,24,11,14,9,15,24,24,2,24,11,13,24,2,13,2
"15",14,25,14,25,12,1,25,14,12,2,10,15,1,13,2,25,15,15,1,25,24,11,15
"16",21,17,11,10,9,14,5,6,6,7,3,6,21,6,4,7,18,21,16,21,7,3,18
"17",22,4,18,7,16,17,18,15,3,17,6,16,6,18,22,19,22,20,17,8,22,5,8
"18",18,21,8,19,7,21,22,16,19,21,22,13,20,22,10,20,16,22,21,6,4,17,16
"19",3,9,3,12,2,2,17,11,1,3,24,17,24,15,15,1,13,24,11,11,14,12,1
"20",4,5,20,20,18,18,9,21,20,6,23,5,5,7,8,10,19,19,5,9,8,10,11
"21",11,3,2,13,24,15,23,9,21,24,2,18,2,1,13,3,12,14,23,23,10,15,13
"22",24,1,13,3,1,12,12,25,25,13,12,25,11,12,1,14,1,25,12,13,13,24,25
"23",25,13,1,14,11,24,16,13,14,4,13,12,12,2,25,15,2,1,3,2,3,1,10
"24",6,18,9,9,4,6,20,19,8,19,7,3,4,9,18,11,20,6,9,7,9,21,22
"25",8,16,5,17,22,4,7,4,22,12,9,2,10,19,23,21,6,23,15,10,16,8,20
