"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,11,23,19,17,6,7,6,3,4,16
"2",3,15,19,1,4,11,18,17,26,11,29
"3",24,29,28,13,12,20,13,21,2,14,27
"4",7,14,6,26,19,19,14,3,25,22,3
"5",5,6,12,10,22,26,17,27,6,19,24
"6",11,18,2,23,9,24,12,10,12,2,26
"7",10,1,29,28,15,9,16,20,11,25,11
"8",28,8,5,6,5,7,10,14,5,23,15
"9",19,3,16,2,14,21,2,1,9,8,13
"10",26,24,13,11,2,10,15,4,21,5,5
"11",4,4,1,12,13,3,29,11,17,15,9
"12",23,5,25,16,8,25,20,8,28,18,8
"13",20,21,3,3,16,23,23,22,24,27,17
"14",25,10,11,20,24,13,26,5,15,26,28
"15",17,20,26,9,20,4,4,9,23,21,25
"16",22,22,4,24,21,12,3,23,8,12,7
"17",29,16,18,29,29,29,8,12,18,16,18
"18",21,7,15,27,10,2,22,24,20,7,23
"19",9,27,8,5,27,8,21,7,10,10,19
"20",16,12,9,18,3,28,24,19,4,9,2
"21",15,2,7,14,25,16,5,18,29,3,22
"22",8,13,20,17,1,18,1,26,16,28,20
"23",1,26,14,7,11,27,6,13,14,24,6
"24",12,9,24,4,28,14,11,25,19,13,1
"25",6,25,27,22,23,22,25,15,22,6,14
"26",27,17,21,8,18,17,27,29,13,1,10
"27",18,19,17,15,26,1,19,16,1,29,4
"28",14,23,22,25,6,15,28,2,7,20,21
"29",13,28,10,21,7,5,9,28,27,17,12
