"","V1","V2","V3","V4","V5"
"1",11,8,12,3,3
"2",5,6,13,6,12
"3",4,12,2,7,2
"4",2,7,4,12,11
"5",13,9,3,10,6
"6",6,1,5,4,5
"7",3,3,10,9,4
"8",12,2,9,8,10
"9",8,4,1,2,9
"10",1,10,8,1,7
"11",10,11,6,5,13
"12",9,5,7,13,1
"13",7,13,11,11,8
