"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",12,2,15,18,18,22,19,20,14,7
"2",21,20,13,22,13,12,7,19,21,21
"3",14,18,16,17,17,3,1,7,5,14
"4",18,10,21,20,21,18,13,4,10,19
"5",11,14,20,5,20,7,9,10,22,1
"6",19,7,2,9,10,21,18,12,23,15
"7",17,16,19,10,1,11,20,23,4,13
"8",23,12,11,13,12,1,23,2,15,5
"9",7,23,23,12,11,20,5,17,9,6
"10",4,11,10,4,19,16,2,22,16,18
"11",22,3,18,1,7,15,4,8,12,11
"12",15,19,4,2,15,17,15,15,6,3
"13",6,21,6,16,23,14,21,9,18,12
"14",2,8,17,6,14,8,22,13,7,22
"15",20,6,9,8,22,5,10,18,2,9
"16",3,17,14,7,3,19,11,3,20,8
"17",13,22,8,3,6,6,17,5,13,20
"18",1,15,1,21,9,4,12,21,11,10
"19",10,13,7,15,4,23,8,11,1,23
"20",8,1,3,11,16,10,6,1,8,16
"21",5,5,12,23,8,13,16,6,3,2
"22",9,4,22,14,5,2,14,16,19,17
"23",16,9,5,19,2,9,3,14,17,4
