"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",18,3,18,11,18,19,18,18,19,18,8,15,8,7,11,21
"2",6,21,1,14,16,3,13,17,12,21,10,18,5,16,1,11
"3",9,9,10,1,13,8,22,6,15,15,2,4,2,13,22,16
"4",10,5,12,19,20,7,8,4,2,9,20,14,4,6,6,18
"5",4,15,8,10,8,20,19,9,6,3,3,12,6,5,5,3
"6",11,6,11,3,3,6,7,20,17,12,6,20,17,4,4,6
"7",16,20,16,7,17,9,16,1,21,5,15,7,18,10,3,10
"8",1,7,5,22,14,13,11,16,22,1,12,1,12,1,14,13
"9",21,12,22,2,12,15,1,13,9,2,13,22,1,15,8,12
"10",5,11,19,16,6,2,20,14,10,4,16,17,20,11,19,19
"11",12,14,9,20,22,16,21,10,16,13,22,21,15,22,12,4
"12",3,19,15,4,19,14,9,21,4,10,5,11,16,20,16,17
"13",20,18,6,8,4,12,15,5,3,19,14,19,13,2,17,15
"14",19,17,7,18,5,5,4,8,18,6,4,10,10,19,10,20
"15",14,22,13,17,1,22,10,22,14,11,18,8,3,9,21,9
"16",13,16,21,12,21,1,2,11,8,16,9,2,11,3,18,5
"17",22,10,14,21,11,10,12,15,1,22,1,9,22,12,9,1
"18",7,13,3,5,10,18,3,12,13,17,21,6,21,8,7,22
"19",17,4,4,6,9,4,17,19,5,8,19,5,9,18,13,7
"20",2,8,17,9,7,11,5,3,20,20,17,13,7,17,15,2
"21",15,2,2,13,15,21,6,2,11,7,7,16,19,14,20,8
"22",8,1,20,15,2,17,14,7,7,14,11,3,14,21,2,14
