"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",19,18,25,25,15,23,16,18,2,18,7,25,10,9,25,17,11,2,5,13,19
"2",6,7,19,4,6,18,4,16,23,22,10,21,15,19,20,11,23,10,7,24,6
"3",24,15,13,19,3,7,5,17,18,6,3,15,18,2,19,24,25,18,16,9,24
"4",5,6,7,23,16,8,7,11,4,4,16,7,8,8,9,8,22,6,8,22,20
"5",3,12,15,21,4,19,22,14,3,2,5,9,17,21,7,15,3,11,18,3,4
"6",11,16,21,10,12,17,25,23,14,7,25,13,2,18,14,2,26,13,2,1,26
"7",12,10,8,9,26,26,24,7,12,25,1,14,19,12,2,25,16,12,13,23,25
"8",22,11,17,16,23,25,8,9,17,3,23,16,20,25,23,5,8,8,20,19,16
"9",18,4,23,8,21,4,18,22,20,9,6,5,9,20,10,21,18,5,22,15,10
"10",7,24,24,3,11,20,12,3,7,8,13,4,24,10,17,16,20,24,24,17,17
"11",21,8,20,5,7,6,10,8,6,21,21,10,11,24,4,18,7,20,9,8,21
"12",15,9,2,24,10,15,14,6,25,24,8,2,5,17,24,7,15,17,23,5,18
"13",16,25,3,12,2,3,13,4,9,14,4,18,23,26,12,4,17,4,3,12,11
"14",26,1,9,14,1,13,26,26,1,13,17,24,14,15,13,10,14,26,26,25,15
"15",23,22,12,7,24,10,20,15,5,23,20,6,16,5,22,9,21,9,15,4,5
"16",17,5,16,22,19,16,19,2,24,10,19,22,22,7,6,14,19,22,4,7,8
"17",14,14,26,26,13,2,1,25,13,26,15,12,26,11,1,1,12,15,17,16,1
"18",2,3,22,11,25,11,11,12,10,15,2,19,3,1,18,3,4,25,14,10,12
"19",8,23,18,20,5,9,23,5,19,20,24,17,4,3,11,19,10,7,19,21,14
"20",1,13,1,2,14,1,17,10,15,1,26,26,12,14,26,26,13,16,12,14,2
"21",10,2,4,13,9,21,9,24,16,16,22,3,25,6,16,22,5,3,10,6,13
"22",4,20,10,18,20,5,21,21,22,17,12,8,21,22,21,13,6,23,6,18,22
"23",25,17,14,15,18,14,2,1,11,12,11,1,1,16,15,23,2,14,1,26,3
"24",13,26,11,1,17,12,3,13,26,11,14,23,13,13,3,12,1,1,25,2,23
"25",9,19,5,17,22,22,6,20,8,19,18,20,6,23,8,20,24,19,21,11,9
"26",20,21,6,6,8,24,15,19,21,5,9,11,7,4,5,6,9,21,11,20,7
