"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",8,5,7,3,16,14,14,12,5,12,15,5,4,14,15,15
"2",4,1,1,1,8,18,10,5,11,10,11,11,18,1,6,8
"3",2,11,18,17,10,11,3,9,1,8,12,3,1,2,8,11
"4",7,3,15,16,3,12,13,10,13,15,4,16,7,10,2,16
"5",12,12,2,11,4,15,6,4,6,17,2,8,3,12,11,2
"6",5,15,3,5,7,3,7,15,3,5,8,18,8,13,7,14
"7",6,13,6,15,15,9,4,14,16,14,17,10,13,15,3,4
"8",1,9,9,8,9,1,11,18,18,18,1,2,10,8,17,9
"9",16,7,8,14,17,17,5,16,10,3,3,14,11,4,13,12
"10",3,16,16,10,13,13,17,6,8,6,5,13,14,16,16,6
"11",13,6,17,9,5,6,9,13,4,13,16,17,15,5,14,3
"12",15,17,12,4,14,8,8,7,7,16,6,4,16,6,4,17
"13",11,18,5,13,11,4,16,3,15,11,14,15,5,3,12,13
"14",9,10,11,7,1,10,1,1,12,1,18,9,12,11,18,18
"15",17,4,14,2,12,5,2,8,17,9,7,12,2,17,10,7
"16",10,2,10,12,18,2,12,2,2,2,9,7,9,9,1,1
"17",14,14,13,6,6,16,15,17,14,4,13,6,6,7,5,5
"18",18,8,4,18,2,7,18,11,9,7,10,1,17,18,9,10
