"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",4,26,4,4,19,19,11,10,2,3,7,7,10,13,14
"2",23,21,16,8,21,26,15,20,28,11,3,21,8,2,19
"3",1,11,28,26,20,16,28,17,11,10,1,19,19,18,11
"4",27,9,11,21,9,17,24,22,25,2,15,8,17,6,5
"5",10,24,20,16,27,15,25,15,24,18,22,6,6,27,25
"6",14,23,6,14,6,28,26,14,5,19,25,15,26,4,8
"7",25,15,21,17,26,11,10,25,3,17,8,27,25,11,6
"8",28,22,27,13,10,8,1,13,6,1,14,16,15,25,23
"9",26,17,2,23,15,22,17,7,14,27,6,4,23,19,22
"10",11,2,19,15,7,14,4,3,8,25,2,9,16,1,18
"11",5,12,13,22,5,25,9,21,4,23,17,22,7,20,26
"12",17,28,24,25,2,6,13,19,21,22,10,1,11,10,13
"13",8,20,10,28,28,23,2,1,17,14,13,14,13,8,1
"14",19,27,14,7,22,7,23,4,9,24,16,23,18,21,3
"15",21,16,26,2,16,20,3,23,15,26,26,10,2,15,9
"16",6,18,22,20,11,3,16,6,13,5,21,26,4,3,10
"17",12,25,7,24,14,13,5,28,22,7,27,24,20,16,21
"18",24,1,3,5,1,18,14,16,12,13,23,28,14,28,12
"19",7,19,12,1,8,2,20,24,16,15,4,12,28,26,17
"20",13,5,18,11,13,24,19,27,7,8,11,2,5,22,2
"21",3,13,17,9,4,10,8,8,27,12,24,5,24,17,4
"22",2,4,1,12,24,9,18,26,19,28,20,17,12,7,15
"23",15,8,5,18,17,4,6,12,26,20,5,20,3,24,7
"24",16,10,9,6,25,5,7,18,10,9,18,3,21,5,27
"25",22,6,15,27,18,1,22,9,1,16,28,11,9,12,20
"26",9,7,25,3,12,21,21,11,23,21,12,25,22,9,24
"27",20,14,8,10,3,12,27,2,18,6,9,18,1,14,28
"28",18,3,23,19,23,27,12,5,20,4,19,13,27,23,16
