"","V1","V2","V3"
"1",15,8,1
"2",13,1,8
"3",10,9,18
"4",2,5,5
"5",5,2,16
"6",9,3,3
"7",18,11,6
"8",17,4,14
"9",11,18,4
"10",7,15,7
"11",3,17,15
"12",16,16,10
"13",6,7,9
"14",4,13,2
"15",8,12,13
"16",14,14,17
"17",12,6,12
"18",1,10,11
