"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",22,21,27,12,14,5,23,10,26,21,17
"2",2,18,21,25,3,9,11,7,20,15,7
"3",9,25,23,14,19,24,2,27,15,18,10
"4",7,23,6,5,12,13,16,2,6,25,8
"5",20,19,9,7,22,22,13,21,25,4,6
"6",16,15,3,4,4,11,22,26,21,14,24
"7",23,3,22,8,5,25,19,13,5,13,9
"8",13,27,11,17,1,18,27,12,18,1,12
"9",8,9,16,15,9,26,14,1,27,8,25
"10",10,8,18,1,16,1,26,19,13,11,5
"11",14,5,10,13,2,3,5,5,4,19,21
"12",6,22,7,19,25,2,6,14,23,12,20
"13",5,4,12,21,11,16,20,23,24,22,3
"14",24,12,8,27,18,23,25,4,16,17,19
"15",3,1,2,10,20,7,18,9,14,3,15
"16",15,6,19,3,26,19,8,6,22,23,13
"17",27,7,5,16,27,10,12,25,7,16,11
"18",4,13,26,6,7,17,7,22,8,5,18
"19",12,10,24,24,21,8,15,20,11,26,26
"20",17,16,25,18,24,12,21,3,9,6,2
"21",26,26,13,2,17,15,9,8,10,10,27
"22",21,2,20,22,13,14,3,17,19,2,22
"23",11,11,4,23,15,20,4,11,1,9,4
"24",18,20,1,20,6,27,10,18,12,24,16
"25",1,17,15,11,23,21,24,16,2,20,23
"26",25,14,14,9,8,6,1,15,17,27,1
"27",19,24,17,26,10,4,17,24,3,7,14
