"","V1","V2","V3"
"1",18,19,15
"2",10,3,16
"3",9,15,12
"4",17,8,18
"5",13,14,20
"6",14,10,7
"7",11,18,5
"8",2,17,17
"9",16,16,2
"10",7,11,14
"11",6,20,8
"12",12,6,9
"13",15,1,13
"14",1,9,11
"15",19,4,4
"16",4,13,3
"17",5,5,19
"18",3,2,6
"19",20,12,10
"20",8,7,1
