"","V1","V2","V3","V4"
"1",5,13,9,4
"2",2,5,12,8
"3",11,6,1,7
"4",12,3,10,3
"5",1,7,7,2
"6",3,11,2,11
"7",4,2,3,5
"8",6,4,5,13
"9",9,9,4,1
"10",10,8,11,12
"11",13,12,6,9
"12",7,10,13,6
"13",8,1,8,10
