"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",21,2,11,15,2,18,20,24,10,3,15,20,8,18,18
"2",11,16,7,2,6,9,8,23,24,8,10,18,22,11,23
"3",5,18,24,11,5,13,17,17,1,10,23,4,14,4,20
"4",3,6,13,10,23,5,5,6,4,11,9,22,12,23,19
"5",20,7,15,12,3,3,19,7,23,13,4,9,18,6,2
"6",24,12,18,9,13,19,1,1,9,6,17,12,25,1,16
"7",17,14,16,25,17,15,11,8,25,9,22,8,2,21,24
"8",15,5,8,22,10,22,4,15,15,21,6,2,10,5,21
"9",13,8,2,19,14,1,25,13,6,17,25,14,23,14,25
"10",12,15,20,21,9,24,23,4,3,7,8,17,6,12,4
"11",9,20,9,16,19,8,21,2,19,24,16,19,9,2,17
"12",19,19,4,13,22,23,3,18,20,12,24,21,13,13,1
"13",7,9,1,6,15,14,13,12,13,1,1,24,1,3,9
"14",4,3,5,3,8,25,15,3,17,14,21,11,17,20,12
"15",22,17,3,7,4,11,7,5,5,22,13,5,4,16,10
"16",25,10,25,20,11,12,16,16,21,25,11,25,15,25,11
"17",14,25,12,1,12,4,22,14,14,4,18,1,11,24,5
"18",18,23,22,5,20,21,18,9,12,19,3,15,19,17,22
"19",6,21,19,17,7,2,2,19,16,15,2,13,3,19,15
"20",23,22,6,24,24,7,14,20,7,5,7,10,16,8,13
"21",2,24,14,23,1,16,9,11,11,18,19,23,20,9,7
"22",8,13,10,14,16,17,12,25,2,23,5,7,24,22,3
"23",10,1,23,18,21,10,6,10,18,2,14,3,21,15,8
"24",1,11,17,8,25,20,24,21,22,16,12,6,5,10,14
"25",16,4,21,4,18,6,10,22,8,20,20,16,7,7,6
