"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",2,13,15,2,24,17,2,16,10,12,24,23,2,2,10,2,15,10,13,3,8,13
"2",23,1,3,13,14,23,11,23,14,2,12,1,13,12,1,3,23,1,12,12,12,23
"3",1,2,2,8,11,22,23,3,2,14,14,14,11,23,15,11,11,14,23,23,2,12
"4",3,3,22,10,2,6,8,8,15,21,10,22,12,15,2,18,2,3,9,10,11,7
"5",10,5,14,7,8,2,16,22,7,3,21,15,16,7,22,8,8,6,4,17,22,9
"6",6,18,10,4,4,7,20,17,19,18,20,4,18,16,5,7,19,20,20,8,16,14
"7",22,21,8,21,19,1,22,5,22,15,15,20,10,14,21,6,10,5,10,7,10,16
"8",20,7,17,19,7,19,19,14,8,22,17,2,19,3,16,22,3,11,15,5,7,15
"9",12,14,24,1,13,13,12,1,24,23,11,13,24,1,24,13,24,12,11,24,15,24
"10",8,22,20,5,16,21,15,20,16,5,9,7,7,18,20,17,5,17,5,9,4,17
"11",16,20,9,14,9,10,3,4,5,13,23,5,3,10,3,14,1,15,3,22,14,21
"12",15,10,4,3,23,3,4,10,11,9,5,9,21,22,14,15,4,8,19,6,20,18
"13",11,8,19,20,21,15,21,9,4,7,19,21,15,20,7,16,21,21,7,11,19,22
"14",4,19,11,22,20,20,6,13,6,20,8,3,17,17,17,9,16,4,6,19,17,5
"15",19,6,16,9,22,18,17,6,20,17,4,8,6,9,8,4,6,22,14,16,21,6
"16",7,4,7,18,17,5,5,7,17,6,18,6,9,5,19,20,20,18,18,14,9,4
"17",21,17,5,6,18,8,14,18,3,16,6,19,20,6,4,21,17,16,8,15,3,8
"18",13,11,1,15,12,12,13,24,23,24,16,12,1,24,12,23,14,13,1,1,23,1
"19",17,9,18,16,6,4,7,21,9,19,7,17,5,21,18,5,18,19,16,18,6,19
"20",24,24,13,11,1,24,1,12,12,11,13,24,14,13,23,24,13,24,24,13,24,10
"21",18,16,21,17,15,14,9,15,21,4,22,16,22,19,6,10,7,9,22,21,5,3
"22",9,12,12,24,3,11,10,2,13,1,1,11,23,11,11,1,12,23,2,2,1,11
"23",5,15,6,23,5,16,18,19,18,10,3,18,8,4,9,19,9,7,17,20,18,20
"24",14,23,23,12,10,9,24,11,1,8,2,10,4,8,13,12,22,2,21,4,13,2
