"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,12,13,2,18,10,14,16,4,17,13,5,13
"2",12,1,19,8,14,1,9,11,9,12,19,13,19
"3",6,9,10,12,2,3,2,15,3,4,16,15,7
"4",17,15,2,17,8,7,18,13,5,6,10,8,18
"5",5,3,5,14,13,12,12,5,1,10,4,19,14
"6",8,19,3,6,11,4,10,18,19,15,7,16,9
"7",16,14,15,7,12,6,3,3,2,11,5,4,5
"8",15,11,7,19,19,9,5,10,11,19,12,17,1
"9",18,13,16,1,3,11,11,6,13,2,11,18,12
"10",4,17,18,9,9,15,19,12,10,7,2,14,2
"11",11,10,9,11,1,2,15,8,14,18,1,2,15
"12",7,6,14,16,17,5,16,1,16,3,8,9,8
"13",19,4,11,13,10,13,13,17,18,9,17,3,4
"14",1,2,1,3,5,8,6,9,12,8,9,6,3
"15",9,18,4,10,15,19,8,7,8,1,18,1,10
"16",14,8,8,4,16,16,1,14,15,5,3,10,16
"17",2,16,12,15,7,14,4,4,17,13,14,11,17
"18",13,7,6,5,6,17,17,2,6,16,15,12,6
"19",10,5,17,18,4,18,7,19,7,14,6,7,11
