"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",18,2,7,19,13,7,19,23,6,23,7,7,14,15,19
"2",11,16,24,24,5,1,15,18,15,18,13,20,7,16,3
"3",5,24,13,1,4,9,24,7,24,14,10,11,13,21,17
"4",7,9,10,16,8,24,23,15,1,12,9,24,5,1,12
"5",9,14,5,3,7,4,6,17,4,2,12,2,24,13,14
"6",23,12,19,22,6,20,21,10,12,15,22,1,19,8,15
"7",14,6,22,11,9,23,4,16,19,10,5,13,20,23,22
"8",12,8,23,4,17,10,13,1,3,19,19,10,9,5,23
"9",21,4,8,5,3,17,11,19,21,8,18,8,8,9,4
"10",20,19,17,12,10,5,5,8,18,22,8,5,3,2,10
"11",16,22,2,21,1,12,10,11,9,7,2,16,11,6,24
"12",15,7,1,9,11,6,20,9,11,5,23,15,2,24,9
"13",19,18,21,6,14,19,18,5,5,3,6,19,16,12,5
"14",8,13,3,17,16,22,12,2,22,17,4,3,10,19,6
"15",3,20,18,13,19,18,16,20,8,6,16,4,4,17,21
"16",2,5,14,8,21,2,17,12,13,11,1,6,18,7,2
"17",4,3,16,14,2,14,8,4,7,21,15,17,22,18,7
"18",17,23,11,20,18,11,3,14,2,13,20,9,17,22,1
"19",1,17,6,7,12,21,2,13,14,24,24,21,12,10,18
"20",13,21,4,10,23,16,22,21,17,20,14,14,23,4,8
"21",24,11,15,2,22,13,7,22,10,16,3,22,6,20,13
"22",10,1,12,23,24,15,1,6,16,1,11,12,1,11,16
"23",6,10,20,18,15,8,9,24,23,4,21,18,15,3,11
"24",22,15,9,15,20,3,14,3,20,9,17,23,21,14,20
