"","V1","V2","V3","V4"
"1",14,14,5,2
"2",15,6,15,15
"3",12,16,2,16
"4",11,11,19,8
"5",5,18,7,7
"6",1,15,13,10
"7",4,13,16,18
"8",19,12,8,12
"9",17,17,17,4
"10",13,1,12,6
"11",18,4,3,9
"12",2,7,4,13
"13",3,5,9,3
"14",6,3,18,11
"15",9,8,14,1
"16",16,9,10,19
"17",8,2,6,17
"18",7,10,1,5
"19",10,19,11,14
