"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",14,5,13,18,12,3,13,5,5,2,7,3,6,16,20,10
"2",19,18,2,4,19,20,8,12,9,14,12,4,4,19,14,12
"3",21,11,11,12,9,21,20,8,20,1,20,21,10,1,13,13
"4",20,6,9,10,3,14,2,20,10,7,2,12,13,20,19,2
"5",6,20,3,17,6,13,10,3,14,4,9,17,15,18,7,14
"6",4,19,18,11,2,6,18,17,6,9,16,18,3,13,15,9
"7",2,8,17,3,13,15,6,13,4,6,6,15,8,4,8,15
"8",1,14,1,21,11,11,11,21,1,21,21,2,11,10,11,1
"9",7,12,10,8,18,2,5,2,15,16,3,20,5,12,10,4
"10",11,1,21,1,1,10,1,1,21,11,10,1,21,6,12,11
"11",8,13,16,9,8,16,15,15,18,18,5,5,17,15,17,16
"12",9,15,12,16,20,18,3,7,2,10,17,13,19,11,21,20
"13",13,7,5,19,5,5,7,14,16,17,14,14,7,5,16,19
"14",10,2,8,6,17,12,12,19,19,3,18,10,2,14,2,17
"15",3,4,20,13,21,1,21,11,11,20,11,9,12,21,6,21
"16",5,9,4,5,15,8,16,6,12,8,15,7,16,2,18,5
"17",17,16,7,7,4,9,19,4,3,13,4,8,9,9,4,18
"18",18,17,15,14,14,4,4,16,17,5,13,6,14,8,5,7
"19",15,3,6,15,16,17,17,18,7,15,8,19,18,7,9,8
"20",16,10,14,2,7,7,9,9,8,19,19,16,20,17,3,6
"21",12,21,19,20,10,19,14,10,13,12,1,11,1,3,1,3
