"","V1","V2","V3","V4","V5"
"1",4,5,6,6,13
"2",12,10,7,9,8
"3",11,4,10,4,5
"4",13,6,3,13,3
"5",8,9,12,7,2
"6",2,11,1,5,6
"7",14,13,13,3,12
"8",9,12,9,14,14
"9",6,3,14,12,7
"10",10,2,2,8,11
"11",5,14,5,10,4
"12",3,1,8,1,1
"13",1,7,11,11,10
"14",7,8,4,2,9
