"","V1","V2","V3","V4"
"1",1,7,8,3
"2",4,4,6,5
"3",8,10,1,4
"4",12,2,12,2
"5",3,1,3,8
"6",7,3,9,12
"7",6,12,4,1
"8",10,14,7,9
"9",11,8,5,14
"10",14,5,2,11
"11",13,11,10,6
"12",9,6,14,7
"13",2,13,13,13
"14",5,9,11,10
