"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",17,13,10,20,18,16,4,1,7
"2",2,20,20,19,3,9,13,5,9
"3",13,17,17,13,6,20,5,18,11
"4",16,8,13,6,5,11,9,4,17
"5",20,21,3,7,9,18,1,7,20
"6",3,9,2,16,14,19,10,13,14
"7",18,5,5,18,8,12,14,20,3
"8",5,14,6,12,7,3,19,2,16
"9",14,19,12,17,16,6,17,15,18
"10",8,12,21,10,19,15,12,21,19
"11",7,10,14,15,10,8,2,8,4
"12",4,18,7,5,20,10,7,16,2
"13",15,11,1,4,2,7,21,17,8
"14",19,15,18,8,13,2,11,12,5
"15",21,4,16,14,21,13,20,10,13
"16",10,16,8,1,11,14,15,9,12
"17",12,2,4,11,17,5,8,6,10
"18",11,7,19,3,15,21,18,3,1
"19",9,6,9,21,1,1,6,11,21
"20",1,3,15,2,12,4,3,19,15
"21",6,1,11,9,4,17,16,14,6
