"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",9,1,1,5,16,16,17,8,3,9,13,9,13
"2",5,2,10,11,8,15,5,16,13,6,3,12,15
"3",10,4,4,14,4,5,6,5,5,7,6,6,6
"4",15,14,9,9,2,7,2,12,2,8,17,1,16
"5",7,11,2,8,6,9,16,13,16,17,2,4,7
"6",12,3,16,7,5,2,10,11,15,11,14,13,3
"7",3,15,15,15,3,12,14,10,6,12,7,11,11
"8",8,17,8,17,14,1,1,9,17,1,8,17,9
"9",16,5,14,12,15,11,7,6,14,16,10,3,12
"10",14,12,6,6,12,13,4,7,7,13,4,14,2
"11",1,9,17,10,17,8,9,1,1,2,1,10,1
"12",2,16,7,1,7,17,8,2,12,10,12,2,5
"13",4,7,12,3,11,4,3,15,4,15,11,8,8
"14",6,8,5,13,10,6,13,3,10,14,16,16,17
"15",13,13,13,4,9,3,15,4,11,4,5,7,14
"16",11,10,11,16,13,14,12,14,8,5,15,5,4
"17",17,6,3,2,1,10,11,17,9,3,9,15,10
