"","V1","V2","V3"
"1",24,7,7
"2",4,2,10
"3",19,12,30
"4",18,18,11
"5",10,24,20
"6",2,26,29
"7",14,27,16
"8",6,30,12
"9",5,19,22
"10",9,11,15
"11",27,20,14
"12",17,1,19
"13",21,5,13
"14",28,3,28
"15",29,25,9
"16",1,9,17
"17",26,10,2
"18",20,28,3
"19",22,22,26
"20",16,23,6
"21",7,6,25
"22",15,8,23
"23",8,21,1
"24",25,29,24
"25",13,13,8
"26",3,15,5
"27",30,14,21
"28",23,16,18
"29",12,17,27
"30",11,4,4
