"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",14,5,4,16,6,4,3,14,13,13,7,14,8,15
"2",2,3,12,8,7,9,4,7,2,5,11,19,16,18
"3",18,15,3,3,4,10,13,11,7,9,2,15,18,3
"4",3,4,1,12,3,17,16,9,11,18,13,2,11,6
"5",19,19,8,10,19,2,19,10,19,10,10,1,1,19
"6",12,16,14,17,9,8,6,8,16,14,16,4,17,5
"7",6,8,5,14,17,12,5,12,4,7,17,11,2,4
"8",11,10,19,19,1,1,11,1,1,1,9,10,10,1
"9",5,18,6,5,14,3,7,2,8,16,14,13,12,12
"10",13,13,7,7,8,16,2,3,9,4,6,3,4,8
"11",17,7,10,15,15,15,14,5,3,15,5,8,15,13
"12",9,1,2,9,16,7,10,19,17,3,1,7,14,9
"13",10,2,13,2,2,13,12,4,15,11,19,12,3,14
"14",4,12,15,13,13,5,15,6,14,8,4,17,6,7
"15",1,11,18,1,18,19,1,15,12,12,8,9,19,10
"16",16,9,11,6,12,14,8,18,18,19,12,18,7,2
"17",7,17,16,11,5,11,9,16,5,17,3,6,5,17
"18",8,14,9,18,10,18,18,17,10,2,18,16,13,16
"19",15,6,17,4,11,6,17,13,6,6,15,5,9,11
