"","V1","V2","V3"
"1",5,1,4
"2",10,2,10
"3",9,6,3
"4",11,8,5
"5",3,3,6
"6",6,9,9
"7",1,5,8
"8",7,4,1
"9",4,7,11
"10",8,11,7
"11",2,10,2
