"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",10,14,2,4,7,2,6,8,19,8,10,3,5,15,15,5,15,20,7
"2",18,7,3,10,3,18,21,13,2,21,15,9,8,9,20,9,19,5,9
"3",3,15,10,14,14,14,4,22,22,17,22,11,16,20,21,10,21,16,2
"4",7,6,19,18,17,4,16,16,16,15,7,8,6,7,6,7,20,15,20
"5",9,16,17,16,19,19,19,7,7,7,16,5,17,18,5,6,5,8,8
"6",4,3,9,7,2,7,14,2,14,4,2,14,18,19,7,11,17,3,11
"7",23,12,12,11,21,1,13,12,1,1,12,21,22,23,14,1,23,12,23
"8",13,10,5,12,11,16,20,23,20,3,5,17,12,3,1,2,3,21,13
"9",20,13,21,15,4,11,3,4,5,18,4,19,9,17,9,8,8,17,17
"10",16,4,6,17,18,10,9,5,6,5,21,6,15,4,17,19,16,19,16
"11",8,11,18,2,9,3,18,3,9,22,14,15,14,2,22,21,10,14,1
"12",2,22,11,23,1,12,12,11,12,23,23,1,4,1,12,4,2,11,14
"13",22,20,8,6,13,5,22,14,15,19,17,7,19,14,8,16,6,22,18
"14",21,2,13,9,23,21,11,9,21,16,1,2,11,11,2,22,11,13,3
"15",15,17,16,3,5,17,7,10,17,9,20,18,13,6,4,15,22,7,21
"16",6,19,7,20,6,20,15,15,4,11,6,22,20,8,11,17,14,18,4
"17",19,5,14,19,8,8,17,19,18,6,19,20,3,16,18,14,7,10,5
"18",5,8,15,5,10,15,10,20,3,13,8,4,10,22,16,18,4,2,19
"19",11,23,23,13,15,13,23,1,23,12,13,23,1,12,13,23,18,1,15
"20",12,1,1,22,12,23,1,6,13,14,9,13,23,13,23,12,1,9,22
"21",17,21,20,8,16,9,5,17,11,10,3,10,21,5,19,3,9,4,6
"22",14,18,4,21,20,6,8,21,10,20,11,16,7,21,3,20,13,6,10
"23",1,9,22,1,22,22,2,18,8,2,18,12,2,10,10,13,12,23,12
