"","V1","V2","V3","V4","V5","V6"
"1",11,5,13,10,13,12
"2",13,3,10,2,8,8
"3",3,6,6,9,7,7
"4",1,2,1,6,12,4
"5",10,4,4,14,4,3
"6",4,7,12,3,1,2
"7",7,1,8,7,3,11
"8",6,9,9,12,11,5
"9",12,13,7,8,10,1
"10",8,8,3,4,9,14
"11",9,11,14,5,5,6
"12",14,10,2,11,2,9
"13",2,14,11,13,6,13
"14",5,12,5,1,14,10
