"","V1","V2"
"1",14,17
"2",2,18
"3",17,19
"4",19,3
"5",20,14
"6",9,13
"7",8,4
"8",15,5
"9",12,1
"10",1,6
"11",13,10
"12",11,16
"13",10,7
"14",18,8
"15",5,15
"16",3,11
"17",4,2
"18",6,9
"19",7,20
"20",16,12
