"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",15,2,2,8,8,8,9,11,1,1,2,18,12,18,9,18,11
"2",8,4,4,17,4,4,12,15,8,5,11,5,3,13,16,7,14
"3",11,14,10,12,17,11,4,16,4,2,14,10,15,5,14,14,16
"4",5,5,13,14,7,7,6,14,14,13,5,14,13,4,13,5,5
"5",17,1,11,2,18,16,1,10,18,9,9,13,1,10,18,8,9
"6",10,17,9,16,14,3,2,9,2,11,1,3,8,12,7,2,3
"7",1,18,8,1,1,10,10,1,11,12,10,11,17,17,10,1,18
"8",2,11,12,10,10,14,8,17,17,4,17,1,7,16,2,4,10
"9",7,3,17,6,13,2,5,8,12,17,13,8,16,14,4,12,12
"10",6,8,15,3,2,15,14,13,3,7,8,4,14,9,6,15,4
"11",18,9,1,18,11,9,18,12,10,10,18,9,18,1,1,10,1
"12",4,6,6,13,16,13,15,6,5,14,15,16,5,15,11,13,6
"13",3,15,5,4,12,5,16,5,16,3,4,7,11,7,15,11,8
"14",9,16,18,9,9,18,17,18,9,16,3,17,2,8,8,9,17
"15",16,12,7,15,3,12,7,7,15,15,6,6,4,6,5,16,13
"16",12,10,3,5,6,17,3,3,7,18,12,2,10,2,12,6,7
"17",14,7,14,7,15,6,13,4,6,6,7,12,6,3,3,3,15
"18",13,13,16,11,5,1,11,2,13,8,16,15,9,11,17,17,2
