"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",10,18,18,11,18,2,8,2,10,19,15,5,1,2,11,11
"2",6,15,7,14,7,17,14,5,14,14,12,3,15,13,7,15
"3",9,5,10,19,10,1,11,18,8,12,2,2,18,8,16,1
"4",4,12,8,12,4,6,17,14,3,18,7,15,2,15,17,9
"5",18,2,4,16,19,11,10,19,19,17,9,11,10,18,10,19
"6",16,16,12,17,11,12,2,4,2,9,8,8,3,12,2,2
"7",19,10,19,6,8,19,19,1,11,8,1,9,11,19,19,10
"8",13,14,15,4,15,8,5,16,13,13,5,16,17,14,5,12
"9",3,9,3,15,12,7,7,3,5,6,3,17,12,3,8,14
"10",15,13,6,9,16,16,15,15,4,7,16,12,16,4,12,4
"11",8,4,9,7,6,14,6,17,6,4,17,6,4,17,6,13
"12",14,17,2,8,5,5,12,12,18,3,4,4,9,7,3,8
"13",17,6,11,3,9,4,16,7,7,15,14,14,7,6,4,17
"14",2,1,14,10,1,18,9,13,12,11,11,19,8,1,1,3
"15",5,3,17,2,17,9,18,9,1,1,10,1,13,11,9,7
"16",1,19,1,1,2,10,1,10,9,10,19,10,19,10,14,18
"17",12,7,13,13,3,3,4,6,17,5,13,13,14,16,13,5
"18",7,8,5,5,14,15,3,8,15,16,6,7,6,5,15,6
"19",11,11,16,18,13,13,13,11,16,2,18,18,5,9,18,16
