"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",10,22,7,3,13,23,25,2,17,24,24,24,21
"2",1,19,22,21,17,10,1,15,15,2,2,25,12
"3",25,24,18,18,6,17,8,9,20,16,9,19,24
"4",21,20,15,8,7,25,2,16,4,23,16,5,13
"5",19,2,19,14,3,4,3,1,13,8,25,11,19
"6",3,4,25,5,26,15,7,8,11,21,20,2,1
"7",8,6,5,24,10,13,5,4,5,18,5,16,15
"8",16,18,3,7,14,6,6,14,19,10,18,17,4
"9",14,16,26,26,1,7,26,21,7,26,13,14,26
"10",6,21,2,12,4,16,18,24,12,11,7,3,17
"11",9,1,12,15,8,1,14,19,26,25,8,26,3
"12",26,26,6,1,22,3,10,26,1,15,1,10,7
"13",11,9,20,22,12,22,9,25,16,14,15,7,5
"14",18,17,24,13,20,20,16,3,23,22,6,12,9
"15",5,13,21,9,16,2,17,7,3,13,14,20,20
"16",12,23,14,25,24,8,13,6,25,6,17,4,16
"17",23,7,23,2,9,14,19,23,24,5,21,18,14
"18",24,15,11,11,11,11,24,5,9,3,10,8,2
"19",20,14,10,17,21,12,11,22,10,20,19,23,18
"20",2,12,8,20,5,5,20,11,21,19,22,9,10
"21",17,8,4,19,15,19,15,13,2,1,26,1,25
"22",4,10,9,10,23,24,4,20,22,4,11,13,23
"23",15,5,16,6,18,9,21,17,18,17,4,6,22
"24",22,3,1,23,25,26,23,12,14,12,12,21,11
"25",13,11,13,4,2,21,12,10,8,7,3,22,8
"26",7,25,17,16,19,18,22,18,6,9,23,15,6
