"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",19,11,11,22,2,20,11,11,29,7,17,2,7,21,12,2
"2",24,22,23,15,7,2,22,29,26,4,4,13,9,16,1,16
"3",14,20,30,1,15,30,2,16,11,1,1,1,17,2,10,4
"4",2,14,14,3,3,6,12,27,16,25,11,23,11,6,21,6
"5",7,28,26,21,23,18,23,20,2,23,16,20,5,11,6,5
"6",6,7,6,17,16,4,5,19,9,2,21,9,3,24,27,11
"7",22,19,4,25,26,8,26,15,21,21,10,6,18,18,22,8
"8",4,23,12,13,28,27,13,30,7,19,28,4,27,17,13,14
"9",10,27,20,29,12,12,8,21,23,8,8,28,29,22,16,12
"10",27,25,13,19,18,23,28,7,13,5,22,26,13,7,19,13
"11",20,5,18,4,10,9,25,17,10,20,29,27,6,20,11,20
"12",15,24,3,9,5,17,24,23,17,10,26,21,24,28,30,1
"13",3,12,24,5,25,25,20,14,25,3,18,24,20,19,24,27
"14",1,16,15,30,30,16,29,1,15,11,2,10,4,27,8,24
"15",13,26,21,10,19,7,10,6,18,24,20,5,14,25,4,28
"16",12,3,22,27,11,28,17,3,19,14,27,12,10,12,26,7
"17",25,13,7,2,13,24,18,4,3,28,14,14,30,23,2,10
"18",28,4,25,16,24,3,14,9,12,15,7,22,26,29,14,3
"19",29,29,1,8,9,26,15,18,22,16,12,8,2,4,15,26
"20",8,18,9,23,14,5,19,12,27,17,24,18,25,3,9,22
"21",9,10,28,11,4,10,27,5,4,9,13,7,23,9,18,18
"22",5,6,2,18,6,21,4,8,20,22,3,25,19,15,5,17
"23",11,1,10,12,20,29,30,24,30,29,9,16,12,30,17,19
"24",16,2,5,26,27,11,16,28,6,6,15,30,15,5,3,29
"25",26,8,17,7,22,15,3,25,24,12,23,11,21,10,7,9
"26",18,9,19,20,17,19,21,22,14,26,5,3,28,8,28,25
"27",21,15,29,14,29,13,7,2,28,27,25,29,1,1,29,15
"28",30,30,16,28,1,1,1,13,1,30,30,15,22,14,23,30
"29",17,21,8,6,21,14,9,10,5,13,6,19,8,13,25,21
"30",23,17,27,24,8,22,6,26,8,18,19,17,16,26,20,23
