"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",15,12,7,16,24,20,3,8,17,2,26,20,11,4,15,21
"2",26,21,20,13,4,26,15,2,22,5,18,13,4,13,23,26
"3",25,17,15,17,26,12,25,15,9,23,13,26,25,9,6,27
"4",6,26,2,10,27,25,13,22,11,16,14,1,9,3,18,5
"5",20,9,21,8,18,7,16,23,21,19,19,7,20,5,12,19
"6",2,10,23,23,6,18,2,25,8,21,17,19,2,11,13,10
"7",1,6,4,4,19,8,10,3,2,25,11,17,15,14,20,25
"8",9,5,16,18,8,9,26,5,12,10,23,3,17,8,22,11
"9",16,27,17,27,12,2,19,7,4,17,4,22,5,6,16,18
"10",7,25,5,26,3,6,5,13,16,15,20,11,23,17,8,23
"11",13,11,12,2,1,1,14,27,13,1,15,27,27,27,27,16
"12",19,19,3,20,10,15,9,21,25,11,8,24,19,12,21,15
"13",24,16,8,15,16,3,8,17,7,20,25,9,7,22,24,9
"14",17,3,18,19,11,27,6,24,14,27,1,2,14,21,2,24
"15",4,8,25,21,25,13,20,16,18,13,6,12,8,25,25,20
"16",5,18,22,9,15,23,12,9,5,12,22,23,18,23,3,17
"17",14,23,26,5,7,11,24,18,20,26,24,21,12,20,17,1
"18",23,24,24,3,23,14,1,1,10,8,3,5,22,19,14,13
"19",27,1,1,1,14,16,27,14,27,14,27,14,1,1,1,14
"20",12,20,11,24,20,17,17,4,26,24,16,4,10,26,7,12
"21",8,15,14,7,13,21,4,10,23,22,5,10,26,7,26,2
"22",10,13,9,6,9,19,23,19,6,7,9,6,6,15,9,22
"23",22,7,6,12,5,24,21,6,15,18,7,18,21,24,11,7
"24",21,14,27,22,2,10,11,11,1,3,10,8,13,2,5,4
"25",18,2,13,25,21,22,18,20,3,6,21,15,24,16,19,3
"26",11,4,19,11,22,5,7,12,24,9,12,25,3,18,10,6
"27",3,22,10,14,17,4,22,26,19,4,2,16,16,10,4,8
