"","V1","V2","V3","V4"
"1",11,4,17,12
"2",12,8,8,2
"3",1,14,4,13
"4",17,6,5,10
"5",3,11,16,1
"6",4,2,7,15
"7",14,1,13,7
"8",8,3,3,3
"9",16,15,15,4
"10",6,17,9,9
"11",10,12,6,6
"12",15,10,10,14
"13",7,7,14,16
"14",2,5,11,5
"15",13,16,2,17
"16",9,13,12,11
"17",5,9,1,8
