"","V1","V2","V3","V4","V5","V6"
"1",8,1,5,7,5,6
"2",1,8,7,5,7,4
"3",3,5,6,1,4,7
"4",5,3,1,4,8,8
"5",7,6,3,2,6,2
"6",6,4,8,6,3,1
"7",4,7,2,8,2,5
"8",2,2,4,3,1,3
