"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,4,3,4,2,1,3
"2",2,4,2,2,4,1,2,4
"3",1,1,2,1,3,3,2,4
"4",3,4,1,2,3,2,2,3
"5",3,2,4,1,4,3,3,4
"6",1,1,4,2,4,2,3,2
"7",3,3,1,1,1,3,2,2
"8",4,3,3,3,1,4,3,4
"9",1,3,4,2,2,4,4,4
"10",1,4,1,3,4,3,4,3
"11",2,2,3,1,2,4,3,1
"12",3,1,1,3,2,2,4,4
"13",1,4,4,1,2,1,1,2
"14",2,2,2,4,4,4,3,3
"15",2,1,1,2,2,4,2,2
"16",2,1,3,4,3,4,1,4
"17",4,3,4,3,3,3,3,1
"18",4,1,2,4,3,3,4,3
"19",2,3,1,1,2,4,1,3
"20",1,2,2,2,1,3,3,3
"21",1,1,3,4,2,3,4,1
"22",4,3,2,3,3,1,1,2
"23",3,3,2,2,4,4,4,1
"24",1,3,3,4,4,3,2,2
"25",4,1,2,1,1,1,3,2
"26",1,4,2,1,3,2,3,1
"27",2,4,3,2,3,3,1,1
"28",3,2,4,4,4,1,4,2
"29",4,2,1,2,4,2,1,4
"30",4,4,3,2,2,2,4,3
"31",3,4,2,3,1,3,1,4
"32",2,4,2,3,1,2,4,2
"33",1,3,1,4,2,1,3,4
"34",3,4,3,4,3,1,3,4
"35",2,3,4,4,1,2,2,1
"36",1,1,3,3,1,1,2,3
"37",1,2,2,3,1,4,1,1
"38",3,2,2,4,2,1,1,3
"39",3,1,4,3,3,4,2,2
"40",1,2,1,4,3,2,1,2
"41",4,2,3,2,2,1,2,1
"42",2,2,3,1,1,2,4,4
"43",4,2,4,3,2,2,2,4
"44",3,4,4,4,1,4,3,2
"45",4,4,1,4,2,3,2,1
"46",4,2,1,1,3,4,4,2
"47",2,1,1,3,4,1,3,1
"48",4,4,3,1,4,4,2,3
"49",3,1,3,1,4,2,1,1
"50",2,3,4,1,3,1,4,3
"51",3,3,1,2,1,1,4,1
"52",4,1,4,2,1,3,1,3
