"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,4,2,4,1,1,2,2,2,4,2,1,2,2,3
"2",2,1,1,2,1,2,4,3,1,3,4,2,4,3,4
"3",3,1,4,3,4,3,1,4,1,2,2,1,3,3,1
"4",3,2,2,4,3,1,2,2,4,2,1,2,4,4,4
"5",1,3,1,1,4,2,2,2,1,1,1,1,3,2,3
"6",4,1,2,2,3,4,2,1,1,3,3,1,2,1,1
"7",1,3,4,3,3,2,3,4,4,1,2,4,4,3,4
"8",4,2,1,1,4,1,1,4,3,3,2,3,2,3,4
"9",2,4,2,1,2,3,3,3,1,3,1,4,1,3,4
"10",2,1,2,2,4,1,4,2,1,1,2,3,2,4,2
"11",1,1,2,3,3,4,1,3,3,1,2,2,1,1,4
"12",3,4,1,3,4,3,3,3,3,3,1,3,4,1,2
"13",2,4,4,4,2,3,3,2,3,1,4,2,3,1,1
"14",3,3,3,2,2,1,1,1,1,4,3,3,4,2,4
"15",3,2,3,3,1,4,4,1,3,3,2,4,1,2,1
"16",3,4,1,3,3,2,4,1,4,4,4,3,1,3,3
"17",2,4,1,2,2,4,1,4,4,2,4,2,3,3,3
"18",4,3,3,4,3,1,2,4,1,3,4,2,1,3,3
"19",4,2,4,1,2,3,4,3,4,1,3,2,1,4,3
"20",3,4,4,2,3,1,1,1,3,1,1,3,1,2,2
"21",4,4,2,4,4,4,1,2,2,2,3,4,4,3,2
"22",1,2,4,2,4,3,2,4,2,4,3,4,1,1,3
"23",2,1,1,4,4,2,3,3,4,2,3,1,1,2,2
"24",2,2,4,4,4,1,4,1,2,3,2,2,4,1,3
"25",2,3,1,1,2,4,3,1,3,2,3,4,2,1,4
"26",1,2,4,3,2,2,1,1,4,3,4,1,4,2,2
"27",3,2,2,1,3,3,4,2,4,4,2,1,3,1,4
"28",3,3,2,4,1,2,1,4,4,3,2,4,3,1,2
"29",1,3,4,2,4,4,4,2,4,3,1,2,2,3,1
"30",2,4,3,1,4,2,1,3,3,4,3,2,2,4,1
"31",1,3,3,4,2,2,1,2,1,2,3,3,1,4,1
"32",4,4,4,2,1,2,3,2,1,4,2,4,3,4,2
"33",2,1,3,2,2,1,3,4,4,4,1,3,2,1,1
"34",3,3,3,3,4,4,3,1,2,1,4,1,2,4,4
"35",4,4,3,3,2,4,2,3,3,4,1,1,4,4,3
"36",3,2,1,3,1,1,2,3,3,1,4,4,2,4,1
"37",1,2,2,4,3,4,3,3,1,4,4,3,3,2,1
"38",4,2,1,4,2,2,3,1,2,1,1,2,3,3,1
"39",2,1,4,4,1,4,2,2,3,4,3,3,2,3,4
"40",1,1,3,1,1,1,3,1,3,2,3,1,3,3,3
"41",2,2,3,1,1,4,2,4,1,1,1,2,4,2,2
"42",4,1,3,4,2,2,4,3,2,2,1,4,2,2,4
"43",4,3,2,2,3,1,4,4,3,2,3,1,4,2,1
"44",4,4,2,3,1,3,4,4,1,1,3,3,2,1,3
"45",4,1,3,2,4,3,2,2,4,1,4,4,3,2,3
"46",2,1,1,3,3,3,1,1,2,4,1,4,3,4,3
"47",3,1,4,1,3,4,3,4,2,3,4,3,4,4,2
"48",1,3,2,1,1,3,2,1,4,2,2,3,4,4,1
"49",1,4,3,1,3,1,4,3,2,2,4,4,3,1,2
"50",4,2,1,1,1,3,1,2,2,4,4,2,1,2,2
"51",3,3,4,2,1,2,2,3,2,2,1,1,1,1,4
"52",1,3,1,3,2,3,4,4,2,3,2,1,1,4,2
