"","V1","V2","V3","V4","V5","V6"
"1",4,2,3,4,3,3
"2",4,4,4,2,2,3
"3",4,1,3,2,1,4
"4",3,3,3,1,4,1
"5",3,4,1,2,1,2
"6",3,1,3,4,4,2
"7",1,1,4,1,3,1
"8",3,2,4,1,1,2
"9",2,3,4,2,2,1
"10",4,4,2,4,4,4
"11",3,4,2,2,3,1
"12",1,4,1,3,2,4
"13",1,1,2,3,3,3
"14",1,4,4,2,4,3
"15",1,2,4,4,2,4
"16",2,1,2,1,2,2
"17",4,1,2,4,2,1
"18",2,2,3,4,1,3
"19",3,2,2,3,1,4
"20",1,2,2,2,1,3
"21",4,4,3,3,3,1
"22",3,3,1,4,2,4
"23",1,2,1,1,2,2
"24",2,1,1,4,4,3
"25",2,1,4,3,3,4
"26",2,1,1,3,1,1
"27",1,3,1,3,4,1
"28",3,3,4,4,1,3
"29",4,3,2,1,1,1
"30",4,3,3,3,2,2
"31",4,1,1,2,3,2
"32",2,4,2,1,4,2
"33",2,4,4,4,3,2
"34",1,2,2,2,4,4
"35",2,2,3,2,4,1
"36",2,4,2,3,2,2
"37",2,3,3,3,4,4
"38",3,2,1,4,3,1
"39",3,1,4,2,4,3
"40",3,1,2,1,2,4
"41",4,2,4,3,4,2
"42",4,3,1,3,1,3
"43",1,4,3,4,1,1
"44",4,3,4,1,3,4
"45",3,4,1,1,3,3
"46",3,2,4,3,2,1
"47",2,3,1,2,3,4
"48",1,3,2,4,3,2
"49",1,1,3,2,1,2
"50",4,2,1,1,4,3
"51",2,4,3,1,1,4
"52",1,3,3,1,2,3
