"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,2,2,2,2,4,1,1,4,2,3,1,4
"2",3,1,4,2,2,2,1,4,2,2,4,4,2
"3",4,1,3,1,2,2,2,2,4,1,1,1,2
"4",3,3,4,3,1,4,4,2,4,2,4,2,2
"5",2,4,4,1,4,4,1,2,3,3,3,2,1
"6",4,4,1,3,4,4,2,3,4,2,3,3,4
"7",4,2,1,3,3,1,2,1,2,2,1,4,3
"8",2,4,3,2,1,4,3,1,2,1,1,2,3
"9",1,3,3,4,4,2,2,4,3,2,4,1,3
"10",3,3,2,1,4,1,1,3,2,3,1,1,4
"11",4,1,2,4,1,3,2,1,2,3,3,1,1
"12",1,1,1,3,2,3,4,2,1,1,4,2,3
"13",1,4,2,1,3,3,3,2,1,2,2,4,4
"14",4,4,1,2,3,3,1,3,2,4,4,2,3
"15",4,4,2,3,1,2,3,3,3,1,3,4,1
"16",4,3,3,3,2,1,1,4,4,4,2,2,1
"17",1,3,1,2,1,2,1,3,1,2,3,2,1
"18",1,2,4,4,3,3,1,4,4,3,3,3,3
"19",4,3,4,3,1,3,1,2,1,1,2,3,4
"20",1,2,2,3,4,4,3,4,2,4,1,2,2
"21",3,4,3,4,2,1,2,3,1,4,3,4,3
"22",2,2,2,1,1,4,2,3,1,3,4,4,2
"23",3,3,1,1,2,4,2,4,2,1,2,2,1
"24",4,3,3,4,3,4,4,4,1,3,1,3,2
"25",3,2,2,4,4,3,1,1,3,1,4,3,2
"26",4,2,4,4,2,1,3,2,3,3,4,2,4
"27",4,2,3,1,2,4,4,1,3,3,3,4,3
"28",1,4,4,3,3,1,2,1,2,1,2,1,2
"29",1,4,2,2,2,3,4,4,3,4,3,1,2
"30",1,1,3,3,1,4,2,3,3,4,1,3,4
"31",2,4,4,1,1,1,3,4,3,3,1,2,3
"32",3,3,1,4,3,4,3,1,3,4,2,1,3
"33",2,1,1,3,3,1,3,3,4,3,4,1,1
"34",2,1,2,2,4,1,1,4,3,1,2,3,3
"35",2,2,1,4,1,1,4,4,2,2,3,3,4
"36",2,3,2,1,1,2,2,1,4,4,4,3,3
"37",2,3,4,3,4,2,4,2,2,4,4,4,4
"38",4,1,4,2,4,3,4,3,3,2,2,1,3
"39",2,1,3,3,3,2,1,1,1,4,2,2,4
"40",3,2,4,2,3,3,2,2,4,4,1,4,1
"41",3,4,3,2,4,1,3,1,1,2,4,3,1
"42",2,2,4,4,2,2,2,3,1,2,1,1,1
"43",1,1,4,1,2,2,4,1,2,3,2,3,1
"44",3,1,1,2,1,3,3,4,4,3,2,4,4
"45",3,2,3,1,3,3,3,4,1,1,4,1,4
"46",4,1,1,1,4,2,3,2,1,4,3,3,2
"47",1,3,3,1,3,1,4,3,4,1,3,4,2
"48",1,4,1,4,2,2,1,2,3,3,1,4,2
"49",2,3,1,2,4,3,4,1,4,2,1,3,1
"50",3,4,2,4,3,2,4,2,4,1,1,2,4
"51",2,1,3,4,4,4,3,3,2,1,2,4,1
"52",3,2,2,2,1,1,4,2,1,4,2,1,2
