"","V1","V2","V3","V4","V5","V6","V7"
"1",3,4,1,2,3,1,1
"2",4,2,1,3,2,1,3
"3",2,4,1,4,2,2,4
"4",4,3,3,4,4,2,1
"5",2,1,1,2,1,4,2
"6",1,4,3,3,3,2,1
"7",4,4,4,3,3,1,4
"8",4,3,1,3,2,3,1
"9",3,3,1,1,1,2,4
"10",4,1,3,1,2,1,1
"11",3,2,4,2,3,3,1
"12",2,2,3,4,3,3,3
"13",4,4,3,2,3,4,3
"14",4,4,2,4,1,3,3
"15",3,4,2,1,1,1,2
"16",3,1,3,4,1,2,3
"17",4,3,2,1,3,4,4
"18",2,1,1,3,4,2,3
"19",2,3,2,4,2,1,1
"20",3,1,2,3,3,4,1
"21",1,1,3,2,4,4,1
"22",3,2,4,3,1,2,1
"23",3,2,1,1,2,4,3
"24",1,3,4,4,2,1,2
"25",4,1,2,4,3,2,2
"26",2,2,3,2,1,1,4
"27",2,1,4,1,3,2,4
"28",2,3,2,3,3,3,3
"29",1,2,1,4,1,3,1
"30",3,4,4,2,4,2,3
"31",3,3,3,2,2,3,4
"32",4,2,3,3,1,4,2
"33",2,3,4,1,1,4,1
"34",1,2,2,2,2,2,4
"35",1,4,3,3,1,3,4
"36",2,1,4,3,4,1,2
"37",1,2,1,1,3,1,2
"38",4,1,1,2,4,3,4
"39",1,3,2,3,4,4,4
"40",3,1,4,4,2,4,4
"41",2,4,3,3,2,4,2
"42",1,4,4,1,2,3,3
"43",1,3,1,2,4,2,2
"44",1,1,2,2,1,1,3
"45",2,4,2,1,4,3,1
"46",3,4,1,4,4,4,2
"47",4,2,4,1,4,3,2
"48",4,3,4,2,1,2,2
"49",1,2,4,4,3,4,3
"50",1,1,2,1,2,3,2
"51",2,3,3,1,4,1,3
"52",3,2,2,4,4,1,4
