"","V1","V2","V3","V4","V5"
"1",1,2,3,2,4
"2",1,2,2,4,3
"3",2,4,3,2,3
"4",2,1,4,3,2
"5",2,2,2,1,2
"6",4,1,4,4,3
"7",1,3,3,1,1
"8",4,4,2,2,4
"9",2,1,2,4,4
"10",3,2,2,3,1
"11",3,2,3,4,1
"12",4,2,3,1,4
"13",4,4,3,3,3
"14",4,2,1,3,4
"15",1,2,1,2,1
"16",3,3,1,1,3
"17",3,4,1,4,4
"18",3,3,1,2,2
"19",2,2,4,4,3
"20",3,1,1,2,3
"21",2,4,3,3,1
"22",2,3,1,3,2
"23",4,3,2,3,1
"24",1,3,1,3,3
"25",4,1,2,2,3
"26",4,4,1,1,1
"27",3,1,3,3,4
"28",3,1,2,1,1
"29",3,3,4,2,4
"30",1,4,4,3,4
"31",2,3,3,4,4
"32",1,1,2,3,2
"33",1,3,4,4,1
"34",2,2,4,2,1
"35",3,2,4,3,4
"36",4,2,1,4,2
"37",2,1,1,1,4
"38",1,3,2,1,4
"39",1,4,1,2,3
"40",3,3,3,1,2
"41",4,1,3,2,1
"42",3,4,3,4,2
"43",3,4,4,2,1
"44",1,1,3,2,2
"45",4,2,4,1,2
"46",2,4,4,1,3
"47",4,3,4,3,2
"48",4,3,2,4,3
"49",1,4,2,4,2
"50",2,1,1,4,1
"51",2,4,2,1,2
"52",1,1,4,1,3
