"","V1","V2","V3","V4"
"1",4,3,1,1
"2",4,2,3,2
"3",1,4,2,1
"4",3,4,1,2
"5",2,4,3,1
"6",3,1,1,2
"7",4,4,3,1
"8",3,4,2,3
"9",2,4,4,4
"10",4,4,4,2
"11",1,3,1,2
"12",1,3,4,3
"13",1,4,3,4
"14",2,1,2,3
"15",4,3,2,2
"16",1,2,2,3
"17",3,2,3,1
"18",2,1,4,1
"19",1,1,1,4
"20",4,1,2,1
"21",1,4,1,3
"22",1,1,3,3
"23",2,1,3,2
"24",2,1,1,1
"25",2,3,1,3
"26",2,3,1,1
"27",3,2,1,3
"28",4,2,1,2
"29",3,3,3,4
"30",1,3,4,1
"31",4,1,2,3
"32",3,3,4,1
"33",1,2,4,2
"34",3,2,1,4
"35",4,2,4,3
"36",1,2,3,1
"37",3,2,2,1
"38",2,4,2,2
"39",2,4,3,2
"40",3,1,3,4
"41",3,1,4,2
"42",1,2,3,4
"43",4,3,3,3
"44",4,1,4,4
"45",3,4,4,3
"46",2,2,2,4
"47",4,3,2,4
"48",1,1,2,2
"49",3,3,4,3
"50",2,3,2,4
"51",2,2,4,4
"52",4,4,1,4
