"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,1,3,2,1,3,1,2,2,2,2,3
"2",3,3,3,3,2,2,3,3,2,2,1,3
"3",2,3,3,1,1,2,1,2,3,2,3,1
"4",1,1,1,2,1,1,3,3,3,2,2,1
"5",3,1,3,1,3,3,2,1,3,2,2,2
"6",2,1,3,3,2,3,3,1,3,1,3,3
"7",1,2,2,2,2,3,1,3,3,3,3,2
"8",3,1,2,3,2,3,2,2,1,2,3,1
"9",3,2,1,1,2,3,1,3,2,1,2,1
"10",1,3,1,1,2,1,1,1,1,2,1,2
"11",1,3,2,2,3,3,3,1,2,2,1,3
"12",3,2,2,2,1,2,2,1,3,1,1,3
"13",1,2,1,3,1,2,2,2,1,1,2,3
"14",2,2,1,3,3,3,3,2,3,3,1,1
"15",1,3,3,3,3,2,2,3,3,1,2,2
"16",3,3,2,2,3,2,1,1,1,1,3,1
"17",2,2,2,3,3,1,1,3,3,2,2,3
"18",2,1,1,2,3,2,2,3,1,2,1,1
"19",1,1,2,1,3,2,3,2,2,1,3,2
"20",2,2,3,1,1,3,3,3,1,1,1,2
"21",1,3,2,1,1,1,2,3,2,3,1,1
"22",2,2,1,2,1,1,3,1,2,2,3,2
"23",3,3,1,1,3,3,2,2,2,3,3,3
"24",2,3,2,3,1,3,2,1,1,3,2,2
"25",1,2,3,3,3,1,2,1,2,3,3,1
"26",3,1,1,3,1,2,1,3,2,3,3,2
"27",3,1,2,1,1,1,3,2,1,3,2,3
"28",3,2,3,2,3,1,1,2,1,3,1,2
"29",1,2,3,1,2,2,3,1,1,3,2,1
"30",2,3,3,2,2,1,2,3,1,1,3,3
"31",2,1,1,1,2,2,1,1,3,3,1,3
"32",2,1,2,3,2,1,1,2,2,1,1,1
"33",3,3,1,2,2,1,3,2,3,1,2,2
