"","V1","V2","V3"
"1",3,3,3
"2",1,1,1
"3",1,3,3
"4",3,3,2
"5",2,2,1
"6",2,2,3
"7",1,1,3
"8",3,1,3
"9",3,1,1
"10",1,3,1
"11",2,2,2
"12",1,2,3
"13",1,2,2
"14",3,2,2
"15",1,2,1
"16",3,3,1
"17",2,1,2
"18",3,1,2
"19",2,3,3
"20",2,1,3
"21",1,1,2
"22",2,3,2
"23",2,3,1
"24",3,2,1
