"","V1","V2"
"1",2,3
"2",3,2
"3",1,1
"4",1,3
"5",1,2
"6",3,1
"7",2,1
"8",1,3
"9",3,2
"10",3,2
"11",2,3
"12",2,1
"13",1,1
"14",2,1
"15",1,2
"16",2,2
"17",2,2
"18",3,3
"19",3,1
"20",3,3
"21",1,3
