"","V1","V2","V3","V4","V5","V6"
"1",1,2,3,3,3,2
"2",1,1,2,2,3,1
"3",3,2,3,2,1,2
"4",2,1,3,1,3,2
"5",2,3,3,3,1,3
"6",3,1,2,3,2,3
"7",3,2,1,1,3,1
"8",3,3,2,1,1,1
"9",2,3,1,2,3,2
"10",2,1,2,1,1,2
"11",3,3,3,1,3,3
"12",3,3,1,3,2,2
"13",3,2,2,2,3,3
"14",1,2,1,1,2,2
"15",2,1,1,3,3,3
"16",2,3,3,2,2,1
"17",1,3,2,3,1,2
"18",2,2,2,3,2,1
"19",1,1,3,2,2,3
"20",1,2,3,1,1,1
"21",2,2,1,2,1,3
"22",1,3,2,1,2,3
"23",3,1,1,2,2,1
"24",1,1,1,3,1,1
