"","V1","V2","V3","V4"
"1",3,3,3,2
"2",1,1,2,1
"3",2,2,3,1
"4",1,1,2,3
"5",1,3,3,1
"6",2,2,2,2
"7",3,1,1,3
"8",3,3,1,2
"9",1,2,1,1
"10",2,3,2,1
"11",1,2,3,2
"12",2,1,3,3
"13",3,2,1,1
"14",2,1,1,2
"15",1,3,2,2
"16",3,1,2,1
"17",2,3,1,3
"18",3,2,2,3
"19",1,2,1,3
"20",2,3,3,3
"21",3,1,3,2
