"","V1","V2","V3","V4"
"1",2,1,3,3
"2",1,2,3,3
"3",3,2,1,1
"4",3,1,3,1
"5",1,1,2,3
"6",1,2,1,2
"7",2,1,2,1
"8",1,3,1,3
"9",3,1,2,2
"10",2,3,1,1
"11",1,2,2,1
"12",1,3,2,2
"13",3,2,2,3
"14",2,3,2,3
"15",1,1,3,2
"16",2,2,3,1
"17",1,1,1,1
"18",2,1,1,2
"19",2,3,3,2
"20",3,3,1,2
"21",3,3,3,3
"22",3,2,3,2
"23",3,3,2,1
"24",2,2,1,3
