"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,2,3,3,2,1,2,3,1,3,4,3
"2",2,2,3,1,2,3,4,1,1,4,1,2
"3",4,4,2,1,1,2,4,2,1,2,3,3
"4",2,4,4,2,4,1,2,4,1,2,2,4
"5",1,2,4,4,4,2,3,4,2,4,3,3
"6",1,1,2,1,4,1,4,3,2,1,2,2
"7",1,3,1,4,2,3,2,3,3,2,2,2
"8",3,1,2,1,4,4,2,1,3,3,3,3
"9",4,2,4,3,4,3,3,1,3,2,1,2
"10",2,2,1,2,3,1,4,2,3,1,4,3
"11",2,4,4,1,2,4,1,2,2,3,4,2
"12",1,4,3,2,1,4,3,1,3,3,2,1
"13",2,4,1,3,2,2,3,1,2,1,3,4
"14",3,1,3,4,1,3,2,2,2,1,1,4
"15",3,2,1,3,2,4,4,4,2,2,2,1
"16",1,2,3,1,3,3,1,4,4,2,3,4
"17",2,3,2,3,4,3,4,2,4,3,4,1
"18",3,2,4,2,1,2,1,3,4,1,3,2
"19",4,3,3,1,4,2,2,4,3,1,4,1
"20",3,1,4,1,2,1,3,2,4,4,2,1
"21",3,4,3,4,3,1,4,4,3,3,1,2
"22",1,4,3,3,4,4,1,2,4,2,1,3
"23",4,2,1,4,4,4,1,2,1,4,2,4
"24",3,3,2,4,1,1,1,1,2,2,4,1
"25",4,1,1,2,3,2,1,3,2,3,1,1
"26",3,4,2,2,3,3,3,3,2,4,4,4
"27",2,1,2,3,1,2,1,4,3,4,2,3
"28",1,3,2,3,3,2,2,2,1,4,1,1
"29",4,3,4,3,1,4,4,3,3,4,3,4
"30",1,1,4,4,2,2,4,1,4,2,4,4
"31",4,4,1,4,3,1,2,1,4,4,3,2
"32",4,3,2,2,2,4,3,4,4,1,1,3
"33",1,1,1,2,1,3,2,4,1,3,4,2
"34",3,3,4,2,3,3,1,1,1,1,2,3
"35",2,3,1,1,1,1,3,3,4,3,1,4
"36",2,1,3,4,3,4,3,3,1,1,3,1
