"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",14,1,11,10,1,1,12,13,1,21,5,12,12,14,21,21,9
"2",6,5,17,15,3,10,10,6,21,1,4,11,11,3,3,5,7
"3",16,17,18,13,10,12,1,2,9,18,21,13,1,5,19,11,8
"4",9,20,3,8,14,2,2,3,5,4,7,10,15,8,7,14,16
"5",1,13,21,7,18,8,6,12,12,14,1,1,18,12,15,9,2
"6",3,6,4,3,9,9,19,15,6,16,17,7,5,6,4,12,5
"7",2,11,10,21,19,5,15,11,2,10,13,19,9,4,17,3,20
"8",11,14,1,11,2,17,14,1,11,12,15,21,21,13,9,1,1
"9",12,4,15,14,13,3,18,4,16,17,19,5,16,18,10,7,18
"10",15,7,13,19,20,18,8,5,3,9,10,4,6,16,5,15,4
"11",4,19,19,18,7,13,11,18,8,15,12,15,17,19,2,18,15
"12",17,21,5,16,12,11,21,17,10,6,3,8,10,21,18,6,6
"13",18,3,20,6,11,21,20,9,7,5,9,18,19,7,14,13,14
"14",5,8,6,2,17,14,9,8,20,7,20,14,14,20,20,16,10
"15",19,9,7,20,6,6,5,16,14,8,16,3,20,1,12,17,11
"16",13,15,16,9,16,4,16,20,17,3,14,17,3,11,8,19,3
"17",8,2,2,17,15,20,3,21,15,19,6,16,7,10,11,8,12
"18",21,18,12,4,21,15,13,14,19,20,11,9,13,2,6,2,13
"19",20,10,9,1,8,7,7,10,13,11,2,20,2,17,1,10,21
"20",10,12,14,5,4,16,4,19,4,2,18,6,8,15,13,4,17
"21",7,16,8,12,5,19,17,7,18,13,8,2,4,9,16,20,19
