"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",19,14,7,11,2,13,21,5,16
"2",2,19,1,7,12,12,8,15,17
"3",21,7,8,1,15,1,13,11,14
"4",16,12,2,4,18,17,11,3,5
"5",1,5,11,9,10,4,16,4,2
"6",12,4,3,18,8,19,15,12,20
"7",7,8,19,10,16,18,1,10,18
"8",13,10,14,5,6,6,7,1,21
"9",10,21,9,12,5,16,10,21,1
"10",8,6,6,3,1,10,3,18,11
"11",11,15,16,8,21,5,4,13,3
"12",3,13,17,17,4,2,12,17,15
"13",17,17,12,13,19,8,17,19,19
"14",15,18,4,16,9,3,2,7,9
"15",4,1,10,15,20,15,6,6,13
"16",5,16,15,2,7,20,18,8,8
"17",6,9,5,19,17,7,20,14,6
"18",14,2,18,6,13,14,19,20,10
"19",9,20,21,20,14,11,14,2,12
"20",20,11,13,21,11,21,5,16,7
"21",18,3,20,14,3,9,9,9,4
