"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",10,5,3,18,2,8,9,11,12,17,16,17,10,19,16,2,3,4,3
"2",6,16,15,12,10,20,19,3,8,12,20,8,8,20,8,1,15,7,20
"3",15,4,10,14,12,15,21,5,16,3,3,19,9,9,19,18,10,3,17
"4",17,18,6,13,17,3,3,2,20,18,14,7,5,7,18,8,12,12,14
"5",13,13,20,10,21,21,5,15,11,8,1,10,11,21,21,10,13,21,1
"6",19,3,5,19,5,17,4,6,4,4,9,6,16,13,6,7,17,13,11
"7",16,7,14,9,14,6,18,18,3,16,5,4,17,5,14,4,14,5,6
"8",12,19,2,3,1,13,11,21,14,11,6,3,1,14,11,13,21,1,13
"9",8,14,4,16,19,9,12,17,5,6,4,13,4,8,3,3,4,17,16
"10",2,2,7,4,15,10,20,13,21,19,10,16,14,17,7,9,16,20,12
"11",14,12,18,8,3,5,15,8,13,2,15,20,3,4,9,6,18,19,8
"12",21,17,17,2,16,16,8,9,7,20,11,21,12,10,1,11,1,2,10
"13",20,15,8,7,4,4,17,12,6,9,12,11,20,18,17,20,5,16,19
"14",3,11,13,5,6,19,1,20,18,5,13,14,18,6,15,5,7,8,15
"15",9,8,1,1,20,12,14,1,10,7,21,9,21,2,10,14,9,10,2
"16",11,6,19,17,18,2,6,14,15,10,17,12,19,12,2,16,20,6,18
"17",5,20,9,20,11,14,10,16,2,14,19,18,13,3,20,17,19,14,9
"18",18,9,12,15,9,18,16,19,19,15,18,5,7,11,4,19,6,18,4
"19",7,1,21,11,7,11,7,10,9,21,8,1,2,1,13,15,8,15,21
"20",4,10,11,6,8,1,2,4,1,13,2,15,6,15,5,21,11,9,5
"21",1,21,16,21,13,7,13,7,17,1,7,2,15,16,12,12,2,11,7
