"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",16,11,15,9,2,7,12,21,3,20
"2",7,2,6,8,1,6,1,9,13,10
"3",6,19,20,13,10,20,7,7,9,19
"4",19,9,5,21,13,21,11,19,14,14
"5",4,4,13,17,4,15,14,2,5,13
"6",2,14,7,7,19,18,17,17,7,9
"7",10,21,4,2,12,1,8,14,4,12
"8",13,6,2,16,20,12,3,13,6,18
"9",1,10,1,12,11,8,13,5,21,5
"10",18,16,3,4,6,10,19,3,11,17
"11",3,15,12,19,7,4,4,16,18,16
"12",11,8,18,5,21,3,15,6,15,15
"13",8,17,17,20,14,9,20,10,2,6
"14",21,18,14,11,18,14,2,4,17,11
"15",14,13,21,1,5,16,10,12,20,7
"16",5,5,16,3,16,11,6,20,12,3
"17",12,20,8,15,3,13,16,18,16,2
"18",17,7,11,6,8,19,5,8,1,4
"19",9,1,10,10,15,17,21,11,19,21
"20",20,3,19,14,9,2,18,15,10,8
"21",15,12,9,18,17,5,9,1,8,1
