"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",13,9,18,10,16,10,3,20,3,20,17
"2",1,5,7,19,11,13,6,6,17,19,13
"3",12,19,11,20,4,11,4,3,5,2,8
"4",21,21,14,5,12,17,9,16,7,18,7
"5",10,1,17,16,13,19,12,9,6,3,21
"6",8,18,9,2,19,4,5,10,14,14,20
"7",18,6,10,21,20,15,19,18,13,10,14
"8",11,2,13,6,17,6,17,4,20,17,6
"9",14,8,6,3,9,12,13,21,16,1,3
"10",7,12,20,18,5,2,14,19,15,16,9
"11",6,3,4,7,2,5,8,17,8,7,15
"12",20,10,2,15,8,8,15,1,9,15,19
"13",17,15,19,4,1,14,10,5,18,11,16
"14",9,17,5,11,3,18,20,8,11,21,4
"15",3,20,15,12,10,9,18,15,19,4,18
"16",4,16,3,17,18,7,11,14,4,12,2
"17",2,7,12,1,6,21,16,12,1,13,11
"18",15,13,1,14,15,20,2,13,21,8,10
"19",16,14,8,8,14,1,21,7,2,5,12
"20",19,4,16,13,7,3,1,11,12,9,1
"21",5,11,21,9,21,16,7,2,10,6,5
