"","V1","V2","V3"
"1",16,6,13
"2",20,4,19
"3",5,16,12
"4",10,14,3
"5",21,12,8
"6",8,10,7
"7",17,15,17
"8",13,2,6
"9",2,3,9
"10",15,17,1
"11",12,21,15
"12",18,8,4
"13",19,19,10
"14",3,20,5
"15",11,9,11
"16",1,13,14
"17",7,18,20
"18",4,7,18
"19",14,11,21
"20",6,5,2
"21",9,1,16
