"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",21,7,17,16,1,9,11,7
"2",9,9,16,17,21,21,8,11
"3",2,5,11,15,3,17,19,15
"4",20,14,6,7,20,14,18,12
"5",3,12,14,5,19,7,6,2
"6",1,16,9,13,8,3,2,10
"7",19,1,13,10,10,5,9,21
"8",14,3,8,4,7,20,13,3
"9",10,18,15,3,6,6,21,13
"10",8,4,20,8,16,2,15,9
"11",11,13,5,18,5,1,7,18
"12",15,21,10,20,18,8,14,16
"13",17,10,3,14,14,4,20,4
"14",5,17,18,12,15,19,12,20
"15",6,2,7,21,13,11,4,6
"16",13,6,1,11,17,16,1,14
"17",16,11,21,6,4,12,3,17
"18",12,15,19,19,9,15,17,1
"19",4,8,4,1,11,10,16,19
"20",18,19,12,2,12,18,5,8
"21",7,20,2,9,2,13,10,5
