"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,3,1,3,2,2,2,1,1,3,3
"2",2,3,3,3,2,1,3,2,3,2,1
"3",3,2,1,2,3,3,3,2,1,3,2
"4",2,2,2,3,3,2,3,3,3,3,3
"5",2,1,1,3,1,3,3,1,2,1,2
"6",1,1,1,1,3,1,2,2,2,3,1
"7",1,2,1,2,1,1,1,3,3,2,2
"8",1,1,3,2,3,2,3,3,1,1,2
"9",2,2,3,1,1,1,1,2,1,3,2
"10",1,2,2,3,2,3,1,2,1,1,1
"11",3,3,3,2,1,3,2,3,2,3,1
"12",3,1,3,3,3,2,1,1,2,2,1
"13",3,1,2,3,2,1,2,3,1,2,3
"14",1,1,3,1,1,3,2,2,3,2,3
"15",3,3,1,2,1,2,1,2,2,1,3
"16",2,3,2,1,1,2,3,1,1,2,1
"17",2,3,2,1,3,3,1,3,2,2,3
"18",3,2,3,1,2,1,3,1,2,1,3
"19",3,2,1,1,2,2,2,3,3,1,1
"20",1,3,2,2,3,1,2,1,3,1,2
"21",2,1,2,2,2,3,1,1,3,3,2
