"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,3,2,1,1,2,1,3,2,3,3,1,2,3
"2",1,1,2,3,3,1,1,1,3,2,1,2,2,1
"3",1,3,3,1,2,3,1,2,1,2,2,2,3,1
"4",3,3,2,3,2,1,3,3,1,2,1,3,2,3
"5",3,1,2,1,3,2,2,1,1,2,3,2,3,3
"6",3,2,3,3,1,3,1,3,3,1,3,2,2,2
"7",3,3,2,3,2,2,2,1,3,3,2,1,1,1
"8",1,2,2,1,2,3,3,2,3,1,1,1,2,3
"9",1,1,3,3,2,2,2,2,2,3,3,3,1,3
"10",2,2,1,1,2,1,3,3,3,2,3,2,1,1
"11",1,2,1,2,1,2,3,1,1,1,3,3,2,1
"12",3,1,3,2,2,2,3,3,2,1,1,1,3,1
"13",2,2,3,2,1,1,2,1,1,3,1,1,1,2
"14",2,3,3,2,3,3,3,1,2,1,2,2,1,3
"15",2,3,1,3,3,1,2,2,2,1,3,1,3,2
"16",1,1,1,2,3,3,1,3,1,2,2,1,1,2
"17",1,2,3,2,3,1,2,3,3,3,2,3,3,2
"18",2,3,1,2,1,2,1,1,3,2,1,3,3,3
"19",3,1,2,1,1,1,1,2,2,1,2,3,1,2
"20",3,2,1,1,3,3,2,2,2,3,1,3,2,1
"21",2,1,1,3,1,3,3,2,1,3,2,2,3,2
