"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,3,3,1,2,3,2,2,3,2,3,1,1
"2",3,2,1,3,3,3,1,1,1,2,3,2,2
"3",3,3,1,1,1,3,3,2,2,1,1,2,2
"4",1,2,2,1,2,3,3,2,1,3,2,1,3
"5",2,1,3,2,1,1,1,2,1,1,2,1,2
"6",2,3,1,2,3,1,3,3,2,2,3,1,3
"7",3,2,3,2,2,1,3,1,1,3,2,3,1
"8",1,3,1,3,2,1,1,2,3,1,2,3,2
"9",1,2,3,2,1,3,2,3,3,2,1,3,3
"10",1,1,2,2,3,2,3,1,3,2,1,1,2
"11",3,1,2,3,2,2,2,3,1,1,1,1,3
"12",1,2,1,3,1,1,2,2,2,3,1,1,1
"13",2,3,2,1,3,2,1,3,1,2,1,3,1
"14",1,1,3,1,3,1,2,3,2,3,3,2,2
"15",2,1,1,2,2,3,1,3,3,3,2,2,1
"16",2,3,3,3,2,2,1,1,2,3,1,2,3
"17",3,2,2,3,1,2,3,3,3,3,3,3,2
"18",1,3,2,2,1,2,2,1,1,1,3,2,1
"19",3,2,2,1,3,1,2,1,3,1,2,2,3
"20",2,1,3,3,3,3,3,2,2,1,2,3,1
"21",2,1,1,1,1,2,1,1,2,2,3,3,3
