"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,3,1,2,4,4,4,3,1,3,4,3,2,1
"2",1,3,2,1,2,2,3,4,1,2,2,1,4,4
"3",2,2,4,2,3,3,2,1,4,1,4,3,4,4
"4",4,3,1,3,1,3,2,1,2,4,2,4,2,4
"5",3,2,4,1,2,2,4,3,3,4,1,4,3,1
"6",3,1,2,2,1,2,1,4,2,2,4,3,1,2
"7",4,4,4,3,2,1,3,1,1,3,4,2,3,2
"8",2,4,1,1,3,1,1,2,3,3,1,2,1,4
"9",3,1,3,4,3,4,4,1,1,2,1,2,2,3
"10",4,2,2,3,3,4,1,4,4,4,2,2,4,2
"11",2,4,3,3,2,4,4,4,3,1,3,4,1,3
"12",3,4,3,2,4,3,1,2,2,1,2,1,3,1
"13",2,1,1,4,1,3,3,2,3,3,3,1,4,1
"14",1,3,3,4,1,1,2,3,4,1,1,3,3,2
"15",4,1,2,1,4,1,3,2,4,2,3,4,2,3
"16",1,2,4,4,4,2,2,3,2,4,3,1,1,3
